"statefips","countyfips","countyns10","geoid10","name","namelsad10","boundingbox","corner_sw","corner_nw","corner_ne","corner_se","corner_wtf","extentn","extents","extente","extentw"
"41","061","01164165","41061","Union","Union County","POLYGON((-118.697684 44.956257,-118.697684 45.861186,-117.266295 45.861186,-117.266295 44.956257,-118.697684 44.956257))","44.956257,-118.697684","45.861186,-118.697684","45.861186,-117.266295","44.956257,-117.266295","44.956257,-118.697684","45.861186","44.956257","-117.266295","-118.697684"
"41","063","01155135","41063","Wallowa","Wallowa County","POLYGON((-117.977797 45.079022,-117.977797 46.000731,-116.463262 46.000731,-116.463262 45.079022,-117.977797 45.079022))","45.079022,-117.977797","46.000731,-117.977797","46.000731,-116.463262","45.079022,-116.463262","45.079022,-117.977797","46.000731","45.079022","-116.463262","-117.977797"
"41","065","01155136","41065","Wasco","Wasco County","POLYGON((-121.805369 44.821568,-121.805369 45.704949,-120.371411 45.704949,-120.371411 44.821568,-121.805369 44.821568))","44.821568,-121.805369","45.704949,-121.805369","45.704949,-120.371411","44.821568,-120.371411","44.821568,-121.805369","45.704949","44.821568","-120.371411","-121.805369"
"41","067","01155137","41067","Washington","Washington County","POLYGON((-123.486142 45.317128,-123.486142 45.780105,-122.74351 45.780105,-122.74351 45.317128,-123.486142 45.317128))","45.317128,-123.486142","45.780105,-123.486142","45.780105,-122.74351","45.317128,-122.74351","45.317128,-123.486142","45.780105","45.317128","-122.74351","-123.486142"
"41","069","01135865","41069","Wheeler","Wheeler County","POLYGON((-120.495648 44.306662,-120.495648 45.06875,-119.652128 45.06875,-119.652128 44.306662,-120.495648 44.306662))","44.306662,-120.495648","45.06875,-120.495648","45.06875,-119.652128","44.306662,-119.652128","44.306662,-120.495648","45.06875","44.306662","-119.652128","-120.495648"
"41","071","01135866","41071","Yamhill","Yamhill County","POLYGON((-123.784819 45.074698,-123.784819 45.434208,-122.849723 45.434208,-122.849723 45.074698,-123.784819 45.074698))","45.074698,-123.784819","45.434208,-123.784819","45.434208,-122.849723","45.074698,-122.849723","45.074698,-123.784819","45.434208","45.074698","-122.849723","-123.784819"
"42","001","01213656","42001","Adams","Adams County","POLYGON((-77.471085 39.719816,-77.471085 40.069945,-76.954932 40.069945,-76.954932 39.719816,-77.471085 39.719816))","39.719816,-77.471085","40.069945,-77.471085","40.069945,-76.954932","39.719816,-76.954932","39.719816,-77.471085","40.069945","39.719816","-76.954932","-77.471085"
"42","003","01213657","42003","Allegheny","Allegheny County","POLYGON((-80.360873 40.194343,-80.360873 40.674935,-79.688761 40.674935,-79.688761 40.194343,-80.360873 40.194343))","40.194343,-80.360873","40.674935,-80.360873","40.674935,-79.688761","40.194343,-79.688761","40.194343,-80.360873","40.674935","40.194343","-79.688761","-80.360873"
"42","005","01213658","42005","Armstrong","Armstrong County","POLYGON((-79.69293 40.52488,-79.69293 41.170691,-79.210197 41.170691,-79.210197 40.52488,-79.69293 40.52488))","40.52488,-79.69293","41.170691,-79.69293","41.170691,-79.210197","40.52488,-79.210197","40.52488,-79.69293","41.170691","40.52488","-79.210197","-79.69293"
"42","007","01214112","42007","Beaver","Beaver County","POLYGON((-80.519226 40.477286,-80.519226 40.855157,-80.14485 40.855157,-80.14485 40.477286,-80.519226 40.477286))","40.477286,-80.519226","40.855157,-80.519226","40.855157,-80.14485","40.477286,-80.14485","40.477286,-80.519226","40.855157","40.477286","-80.14485","-80.519226"
"42","009","01209171","42009","Bedford","Bedford County","POLYGON((-78.808387 39.722472,-78.808387 40.327025,-78.134718 40.327025,-78.134718 39.722472,-78.808387 39.722472))","39.722472,-78.808387","40.327025,-78.808387","40.327025,-78.134718","39.722472,-78.134718","39.722472,-78.808387","40.327025","39.722472","-78.134718","-78.808387"
"42","011","01209172","42011","Berks","Berks County","POLYGON((-76.440181 40.137107,-76.440181 40.67727,-75.529694 40.67727,-75.529694 40.137107,-76.440181 40.137107))","40.137107,-76.440181","40.67727,-76.440181","40.67727,-75.529694","40.137107,-75.529694","40.137107,-76.440181","40.67727","40.137107","-75.529694","-76.440181"
"42","013","01213659","42013","Blair","Blair County","POLYGON((-78.620383 40.242107,-78.620383 40.743017,-78.116521 40.743017,-78.116521 40.242107,-78.620383 40.242107))","40.242107,-78.620383","40.743017,-78.620383","40.743017,-78.116521","40.242107,-78.116521","40.242107,-78.620383","40.743017","40.242107","-78.116521","-78.620383"
"42","015","01213660","42015","Bradford","Bradford County","POLYGON((-76.927084 41.541285,-76.927084 42.002134,-76.115172 42.002134,-76.115172 41.541285,-76.927084 41.541285))","41.541285,-76.927084","42.002134,-76.927084","42.002134,-76.115172","41.541285,-76.115172","41.541285,-76.927084","42.002134","41.541285","-76.115172","-76.927084"
"42","017","01209173","42017","Bucks","Bucks County","POLYGON((-75.484057 40.048595,-75.484057 40.60858,-74.721519 40.60858,-74.721519 40.048595,-75.484057 40.048595))","40.048595,-75.484057","40.60858,-75.484057","40.60858,-74.721519","40.048595,-74.721519","40.048595,-75.484057","40.60858","40.048595","-74.721519","-75.484057"
"42","019","01213661","42019","Butler","Butler County","POLYGON((-80.16529 40.669233,-80.16529 41.173134,-79.689868 41.173134,-79.689868 40.669233,-80.16529 40.669233))","40.669233,-80.16529","41.173134,-80.16529","41.173134,-79.689868","40.669233,-79.689868","40.669233,-80.16529","41.173134","40.669233","-79.689868","-80.16529"
"42","021","01213662","42021","Cambria","Cambria County","POLYGON((-79.055983 40.242579,-79.055983 40.72604,-78.348389 40.72604,-78.348389 40.242579,-79.055983 40.242579))","40.242579,-79.055983","40.72604,-79.055983","40.72604,-78.348389","40.242579,-78.348389","40.242579,-79.055983","40.72604","40.242579","-78.348389","-79.055983"
"42","023","01213663","42023","Cameron","Cameron County","POLYGON((-78.421154 41.216931,-78.421154 41.618201,-77.988462 41.618201,-77.988462 41.216931,-78.421154 41.216931))","41.216931,-78.421154","41.618201,-78.421154","41.618201,-77.988462","41.216931,-77.988462","41.216931,-78.421154","41.618201","41.216931","-77.988462","-78.421154"
"42","025","01213664","42025","Carbon","Carbon County","POLYGON((-75.997348 40.735414,-75.997348 41.134023,-75.474193 41.134023,-75.474193 40.735414,-75.997348 40.735414))","40.735414,-75.997348","41.134023,-75.997348","41.134023,-75.474193","40.735414,-75.474193","40.735414,-75.997348","41.134023","40.735414","-75.474193","-75.997348"
"42","027","01214720","42027","Centre","Centre County","POLYGON((-78.376993 40.691557,-78.376993 41.252752,-77.143804 41.252752,-77.143804 40.691557,-78.376993 40.691557))","40.691557,-78.376993","41.252752,-78.376993","41.252752,-77.143804","40.691557,-77.143804","40.691557,-78.376993","41.252752","40.691557","-77.143804","-78.376993"
"42","029","01209174","42029","Chester","Chester County","POLYGON((-76.136672 39.721147,-76.136672 40.245125,-75.361042 40.245125,-75.361042 39.721147,-76.136672 39.721147))","39.721147,-76.136672","40.245125,-76.136672","40.245125,-75.361042","39.721147,-75.361042","39.721147,-76.136672","40.245125","39.721147","-75.361042","-76.136672"
"42","031","01210234","42031","Clarion","Clarion County","POLYGON((-79.700581 40.968262,-79.700581 41.436264,-79.207072 41.436264,-79.207072 40.968262,-79.700581 40.968262))","40.968262,-79.700581","41.436264,-79.700581","41.436264,-79.207072","40.968262,-79.207072","40.968262,-79.700581","41.436264","40.968262","-79.207072","-79.700581"
"42","033","01209175","42033","Clearfield","Clearfield County","POLYGON((-78.806598 40.72418,-78.806598 41.253778,-78.038203 41.253778,-78.038203 40.72418,-78.806598 40.72418))","40.72418,-78.806598","41.253778,-78.806598","41.253778,-78.038203","40.72418,-78.038203","40.72418,-78.806598","41.253778","40.72418","-78.038203","-78.806598"
"42","035","01214721","42035","Clinton","Clinton County","POLYGON((-78.093381 40.962938,-78.093381 41.478576,-77.143712 41.478576,-77.143712 40.962938,-78.093381 40.962938))","40.962938,-78.093381","41.478576,-78.093381","41.478576,-77.143712","40.962938,-77.143712","40.962938,-78.093381","41.478576","40.962938","-77.143712","-78.093381"
"42","037","01213665","42037","Columbia","Columbia County","POLYGON((-76.640767 40.775511,-76.640767 41.310199,-76.207827 41.310199,-76.207827 40.775511,-76.640767 40.775511))","40.775511,-76.640767","41.310199,-76.640767","41.310199,-76.207827","40.775511,-76.207827","40.775511,-76.640767","41.310199","40.775511","-76.207827","-76.640767"
"42","039","01213666","42039","Crawford","Crawford County","POLYGON((-80.519437 41.480395,-80.519437 41.851524,-79.612072 41.851524,-79.612072 41.480395,-80.519437 41.480395))","41.480395,-80.519437","41.851524,-80.519437","41.851524,-79.612072","41.480395,-79.612072","41.480395,-80.519437","41.851524","41.480395","-79.612072","-80.519437"
"42","041","01209176","42041","Cumberland","Cumberland County","POLYGON((-77.627552 39.944077,-77.627552 40.328484,-76.858633 40.328484,-76.858633 39.944077,-77.627552 39.944077))","39.944077,-77.627552","40.328484,-77.627552","40.328484,-76.858633","39.944077,-76.858633","39.944077,-77.627552","40.328484","39.944077","-76.858633","-77.627552"
"42","043","01213667","42043","Dauphin","Dauphin County","POLYGON((-77.029341 40.12007,-77.029341 40.659595,-76.535414 40.659595,-76.535414 40.12007,-77.029341 40.12007))","40.12007,-77.029341","40.659595,-77.029341","40.659595,-76.535414","40.12007,-76.535414","40.12007,-77.029341","40.659595","40.12007","-76.535414","-77.029341"
"42","045","01209177","42045","Delaware","Delaware County","POLYGON((-75.60154 39.801919,-75.60154 40.066196,-75.211463 40.066196,-75.211463 39.801919,-75.60154 39.801919))","39.801919,-75.60154","40.066196,-75.60154","40.066196,-75.211463","39.801919,-75.211463","39.801919,-75.60154","40.066196","39.801919","-75.211463","-75.60154"
"42","047","01213668","42047","Elk","Elk County","POLYGON((-79.095183 41.201859,-79.095183 41.629898,-78.234602 41.629898,-78.234602 41.201859,-79.095183 41.201859))","41.201859,-79.095183","41.629898,-79.095183","41.629898,-78.234602","41.201859,-78.234602","41.201859,-79.095183","41.629898","41.201859","-78.234602","-79.095183"
"42","049","01209178","42049","Erie","Erie County","POLYGON((-80.519851 41.84904,-80.519851 42.516072,-79.610648 42.516072,-79.610648 41.84904,-80.519851 41.84904))","41.84904,-80.519851","42.516072,-80.519851","42.516072,-79.610648","41.84904,-79.610648","41.84904,-80.519851","42.516072","41.84904","-79.610648","-80.519851"
"42","051","01209179","42051","Fayette","Fayette County","POLYGON((-80.010751 39.720678,-80.010751 40.143547,-79.29359 40.143547,-79.29359 39.720678,-80.010751 39.720678))","39.720678,-80.010751","40.143547,-80.010751","40.143547,-79.29359","39.720678,-79.29359","39.720678,-80.010751","40.143547","39.720678","-79.29359","-80.010751"
"42","053","01213669","42053","Forest","Forest County","POLYGON((-79.522024 41.324135,-79.522024 41.626779,-78.95601 41.626779,-78.95601 41.324135,-79.522024 41.324135))","41.324135,-79.522024","41.626779,-79.522024","41.626779,-78.95601","41.324135,-78.95601","41.324135,-79.522024","41.626779","41.324135","-78.95601","-79.522024"
"42","055","01213670","42055","Franklin","Franklin County","POLYGON((-78.099403 39.71987,-78.099403 40.289885,-77.454109 40.289885,-77.454109 39.71987,-78.099403 39.71987))","39.71987,-78.099403","40.289885,-78.099403","40.289885,-77.454109","39.71987,-77.454109","39.71987,-78.099403","40.289885","39.71987","-77.454109","-78.099403"
"42","057","01213671","42057","Fulton","Fulton County","POLYGON((-78.380599 39.722003,-78.380599 40.165131,-77.864489 40.165131,-77.864489 39.722003,-78.380599 39.722003))","39.722003,-78.380599","40.165131,-78.380599","40.165131,-77.864489","39.722003,-77.864489","39.722003,-78.380599","40.165131","39.722003","-77.864489","-78.380599"
"42","059","01214033","42059","Greene","Greene County","POLYGON((-80.519497 39.720671,-80.519497 40.02059,-79.903179 40.02059,-79.903179 39.720671,-80.519497 39.720671))","39.720671,-80.519497","40.02059,-80.519497","40.02059,-79.903179","39.720671,-79.903179","39.720671,-80.519497","40.02059","39.720671","-79.903179","-80.519497"
"42","061","01213672","42061","Huntingdon","Huntingdon County","POLYGON((-78.257305 40.061419,-78.257305 40.743681,-77.676611 40.743681,-77.676611 40.061419,-78.257305 40.061419))","40.061419,-78.257305","40.743681,-78.257305","40.743681,-77.676611","40.061419,-77.676611","40.061419,-78.257305","40.743681","40.061419","-77.676611","-78.257305"
"42","063","01213673","42063","Indiana","Indiana County","POLYGON((-79.4599 40.368717,-79.4599 40.911346,-78.79899 40.911346,-78.79899 40.368717,-79.4599 40.368717))","40.368717,-79.4599","40.911346,-79.4599","40.911346,-78.79899","40.368717,-78.79899","40.368717,-79.4599","40.911346","40.368717","-78.79899","-79.4599"
"42","065","01213674","42065","Jefferson","Jefferson County","POLYGON((-79.215706 40.905971,-79.215706 41.376565,-78.710059 41.376565,-78.710059 40.905971,-79.215706 40.905971))","40.905971,-79.215706","41.376565,-79.215706","41.376565,-78.710059","40.905971,-78.710059","40.905971,-79.215706","41.376565","40.905971","-78.710059","-79.215706"
"42","067","01209180","42067","Juniata","Juniata County","POLYGON((-77.75212 40.263576,-77.75212 40.693595,-76.939465 40.693595,-76.939465 40.263576,-77.75212 40.263576))","40.263576,-77.75212","40.693595,-77.75212","40.693595,-76.939465","40.263576,-76.939465","40.263576,-77.75212","40.693595","40.263576","-76.939465","-77.75212"
"42","069","01213675","42069","Lackawanna","Lackawanna County","POLYGON((-75.834695 41.161258,-75.834695 41.642263,-75.440389 41.642263,-75.440389 41.161258,-75.834695 41.161258))","41.161258,-75.834695","41.642263,-75.834695","41.642263,-75.440389","41.161258,-75.440389","41.161258,-75.834695","41.642263","41.161258","-75.440389","-75.834695"
"42","071","01209181","42071","Lancaster","Lancaster County","POLYGON((-76.72162 39.721131,-76.72162 40.315971,-75.873375 40.315971,-75.873375 39.721131,-76.72162 39.721131))","39.721131,-76.72162","40.315971,-76.72162","40.315971,-75.873375","39.721131,-75.873375","39.721131,-76.72162","40.315971","39.721131","-75.873375","-76.72162"
"42","073","01213676","42073","Lawrence","Lawrence County","POLYGON((-80.519311 40.851338,-80.519311 41.127965,-80.096861 41.127965,-80.096861 40.851338,-80.519311 40.851338))","40.851338,-80.519311","41.127965,-80.519311","41.127965,-80.096861","40.851338,-80.096861","40.851338,-80.519311","41.127965","40.851338","-80.096861","-80.519311"
"42","075","01214034","42075","Lebanon","Lebanon County","POLYGON((-76.67804 40.195549,-76.67804 40.555157,-76.151215 40.555157,-76.151215 40.195549,-76.67804 40.195549))","40.195549,-76.67804","40.555157,-76.67804","40.555157,-76.151215","40.195549,-76.151215","40.195549,-76.67804","40.555157","40.195549","-76.151215","-76.67804"
"42","077","01209182","42077","Lehigh","Lehigh County","POLYGON((-75.891473 40.418451,-75.891473 40.787523,-75.333514 40.787523,-75.333514 40.418451,-75.891473 40.418451))","40.418451,-75.891473","40.787523,-75.891473","40.787523,-75.333514","40.418451,-75.333514","40.418451,-75.891473","40.787523","40.418451","-75.333514","-75.891473"
"42","079","01209183","42079","Luzerne","Luzerne County","POLYGON((-76.319957 40.901986,-76.319957 41.427246,-75.600522 41.427246,-75.600522 40.901986,-76.319957 40.901986))","40.901986,-76.319957","41.427246,-76.319957","41.427246,-75.600522","40.901986,-75.600522","40.901986,-76.319957","41.427246","40.901986","-75.600522","-76.319957"
"42","081","01213677","42081","Lycoming","Lycoming County","POLYGON((-77.599474 41.068708,-77.599474 41.596919,-76.447597 41.596919,-76.447597 41.068708,-77.599474 41.068708))","41.068708,-77.599474","41.596919,-77.599474","41.596919,-76.447597","41.068708,-76.447597","41.068708,-77.599474","41.596919","41.068708","-76.447597","-77.599474"
"42","083","01210235","42083","McKean","McKean County","POLYGON((-78.956056 41.602188,-78.956056 41.999968,-78.203422 41.999968,-78.203422 41.602188,-78.956056 41.602188))","41.602188,-78.956056","41.999968,-78.956056","41.999968,-78.203422","41.602188,-78.203422","41.602188,-78.956056","41.999968","41.602188","-78.203422","-78.956056"
"42","085","01213678","42085","Mercer","Mercer County","POLYGON((-80.519345 41.069804,-80.519345 41.492269,-79.999204 41.492269,-79.999204 41.069804,-80.519345 41.069804))","41.069804,-80.519345","41.492269,-80.519345","41.492269,-79.999204","41.069804,-79.999204","41.069804,-80.519345","41.492269","41.069804","-79.999204","-80.519345"
"42","087","01213679","42087","Mifflin","Mifflin County","POLYGON((-77.913929 40.360542,-77.913929 40.846937,-77.287941 40.846937,-77.287941 40.360542,-77.913929 40.360542))","40.360542,-77.913929","40.846937,-77.913929","40.846937,-77.287941","40.360542,-77.287941","40.360542,-77.913929","40.846937","40.360542","-77.287941","-77.913929"
"42","089","01209184","42089","Monroe","Monroe County","POLYGON((-75.649637 40.814746,-75.649637 41.252101,-74.966759 41.252101,-74.966759 40.814746,-75.649637 40.814746))","40.814746,-75.649637","41.252101,-75.649637","41.252101,-74.966759","40.814746,-74.966759","40.814746,-75.649637","41.252101","40.814746","-74.966759","-75.649637"
"42","091","01213680","42091","Montgomery","Montgomery County","POLYGON((-75.696782 39.976959,-75.696782 40.446995,-75.015066 40.446995,-75.015066 39.976959,-75.696782 39.976959))","39.976959,-75.696782","40.446995,-75.696782","40.446995,-75.015066","39.976959,-75.015066","39.976959,-75.696782","40.446995","39.976959","-75.015066","-75.696782"
"42","093","01213681","42093","Montour","Montour County","POLYGON((-76.794246 40.882515,-76.794246 41.17204,-76.512421 41.17204,-76.512421 40.882515,-76.794246 40.882515))","40.882515,-76.794246","41.17204,-76.794246","41.17204,-76.512421","40.882515,-76.512421","40.882515,-76.794246","41.17204","40.882515","-76.512421","-76.794246"
"42","095","01209185","42095","Northampton","Northampton County","POLYGON((-75.608985 40.536767,-75.608985 40.968378,-75.050839 40.968378,-75.050839 40.536767,-75.608985 40.536767))","40.536767,-75.608985","40.968378,-75.608985","40.968378,-75.050839","40.536767,-75.050839","40.536767,-75.608985","40.968378","40.536767","-75.050839","-75.608985"
"42","097","01209186","42097","Northumberland","Northumberland County","POLYGON((-76.949414 40.603466,-76.949414 41.175762,-76.380152 41.175762,-76.380152 40.603466,-76.949414 40.603466))","40.603466,-76.949414","41.175762,-76.949414","41.175762,-76.380152","40.603466,-76.380152","40.603466,-76.949414","41.175762","40.603466","-76.380152","-76.949414"
"42","099","01213682","42099","Perry","Perry County","POLYGON((-77.671761 40.185362,-77.671761 40.628163,-76.91497 40.628163,-76.91497 40.185362,-77.671761 40.185362))","40.185362,-77.671761","40.628163,-77.671761","40.628163,-76.91497","40.185362,-76.91497","40.185362,-77.671761","40.628163","40.185362","-76.91497","-77.671761"
"42","101","01209187","42101","Philadelphia","Philadelphia County","POLYGON((-75.280266 39.867004,-75.280266 40.137992,-74.955763 40.137992,-74.955763 39.867004,-75.280266 39.867004))","39.867004,-75.280266","40.137992,-75.280266","40.137992,-74.955763","39.867004,-74.955763","39.867004,-75.280266","40.137992","39.867004","-74.955763","-75.280266"
"42","103","01213683","42103","Pike","Pike County","POLYGON((-75.359184 41.079868,-75.359184 41.601874,-74.689502 41.601874,-74.689502 41.079868,-75.359184 41.079868))","41.079868,-75.359184","41.601874,-75.359184","41.601874,-74.689502","41.079868,-74.689502","41.079868,-75.359184","41.601874","41.079868","-74.689502","-75.359184"
"42","105","01213684","42105","Potter","Potter County","POLYGON((-78.206604 41.474801,-78.206604 42.000451,-77.598129 42.000451,-77.598129 41.474801,-78.206604 41.474801))","41.474801,-78.206604","42.000451,-78.206604","42.000451,-77.598129","41.474801,-77.598129","41.474801,-78.206604","42.000451","41.474801","-77.598129","-78.206604"
"42","107","01213685","42107","Schuylkill","Schuylkill County","POLYGON((-76.701624 40.495434,-76.701624 40.94974,-75.757807 40.94974,-75.757807 40.495434,-76.701624 40.495434))","40.495434,-76.701624","40.94974,-76.701624","40.94974,-75.757807","40.495434,-75.757807","40.495434,-76.701624","40.94974","40.495434","-75.757807","-76.701624"
"42","109","01213686","42109","Snyder","Snyder County","POLYGON((-77.356628 40.635711,-77.356628 40.889621,-76.798714 40.889621,-76.798714 40.635711,-77.356628 40.635711))","40.635711,-77.356628","40.889621,-77.356628","40.889621,-76.798714","40.635711,-76.798714","40.635711,-77.356628","40.889621","40.635711","-76.798714","-77.356628"
"42","111","01209188","42111","Somerset","Somerset County","POLYGON((-79.417558 39.721578,-79.417558 40.285374,-78.658409 40.285374,-78.658409 39.721578,-79.417558 39.721578))","39.721578,-79.417558","40.285374,-79.417558","40.285374,-78.658409","39.721578,-78.658409","39.721578,-79.417558","40.285374","39.721578","-78.658409","-79.417558"
"42","113","01213687","42113","Sullivan","Sullivan County","POLYGON((-76.813731 41.275629,-76.813731 41.590034,-76.220139 41.590034,-76.220139 41.275629,-76.813731 41.275629))","41.275629,-76.813731","41.590034,-76.813731","41.590034,-76.220139","41.275629,-76.220139","41.275629,-76.813731","41.590034","41.275629","-76.220139","-76.813731"
"42","115","01213688","42115","Susquehanna","Susquehanna County","POLYGON((-76.145519 41.64141,-76.145519 41.999283,-75.462238 41.999283,-75.462238 41.64141,-76.145519 41.64141))","41.64141,-76.145519","41.999283,-76.145519","41.999283,-75.462238","41.64141,-75.462238","41.64141,-76.145519","41.999283","41.64141","-75.462238","-76.145519"
"42","117","01209189","42117","Tioga","Tioga County","POLYGON((-77.610027 41.542271,-77.610027 42.001674,-76.874714 42.001674,-76.874714 41.542271,-77.610027 41.542271))","41.542271,-77.610027","42.001674,-77.610027","42.001674,-76.874714","41.542271,-76.874714","41.542271,-77.610027","42.001674","41.542271","-76.874714","-77.610027"
"42","119","01213689","42119","Union","Union County","POLYGON((-77.36418 40.807334,-77.36418 41.148801,-76.799277 41.148801,-76.799277 40.807334,-77.36418 40.807334))","40.807334,-77.36418","41.148801,-77.36418","41.148801,-76.799277","40.807334,-76.799277","40.807334,-77.36418","41.148801","40.807334","-76.799277","-77.36418"
"42","121","01213690","42121","Venango","Venango County","POLYGON((-79.999845 41.171654,-79.999845 41.624559,-79.477822 41.624559,-79.477822 41.171654,-79.999845 41.171654))","41.171654,-79.999845","41.624559,-79.999845","41.624559,-79.477822","41.171654,-79.477822","41.171654,-79.999845","41.624559","41.171654","-79.477822","-79.999845"
"42","123","01213691","42123","Warren","Warren County","POLYGON((-79.612977 41.623402,-79.612977 41.999507,-78.915674 41.999507,-78.915674 41.623402,-79.612977 41.623402))","41.623402,-79.612977","41.999507,-79.612977","41.999507,-78.915674","41.623402,-78.915674","41.623402,-79.612977","41.999507","41.623402","-78.915674","-79.612977"
"42","125","01209190","42125","Washington","Washington County","POLYGON((-80.51928 39.952016,-80.51928 40.477789,-79.838999 40.477789,-79.838999 39.952016,-80.51928 39.952016))","39.952016,-80.51928","40.477789,-80.51928","40.477789,-79.838999","39.952016,-79.838999","39.952016,-80.51928","40.477789","39.952016","-79.838999","-80.51928"
"42","127","01213692","42127","Wayne","Wayne County","POLYGON((-75.505607 41.232539,-75.505607 41.999447,-75.043562 41.999447,-75.043562 41.232539,-75.505607 41.232539))","41.232539,-75.505607","41.999447,-75.505607","41.999447,-75.043562","41.232539,-75.043562","41.232539,-75.505607","41.999447","41.232539","-75.043562","-75.505607"
"42","129","01209191","42129","Westmoreland","Westmoreland County","POLYGON((-79.904954 40.040347,-79.904954 40.680049,-78.974267 40.680049,-78.974267 40.040347,-79.904954 40.040347))","40.040347,-79.904954","40.680049,-79.904954","40.680049,-78.974267","40.040347,-78.974267","40.040347,-79.904954","40.680049","40.040347","-78.974267","-79.904954"
"42","131","01209192","42131","Wyoming","Wyoming County","POLYGON((-76.2831 41.376517,-76.2831 41.651825,-75.718512 41.651825,-75.718512 41.376517,-76.2831 41.376517))","41.376517,-76.2831","41.651825,-76.2831","41.651825,-75.718512","41.376517,-75.718512","41.376517,-76.2831","41.651825","41.376517","-75.718512","-76.2831"
"42","133","01209193","42133","York","York County","POLYGON((-77.137425 39.719799,-77.137425 40.226328,-76.23869 40.226328,-76.23869 39.719799,-77.137425 39.719799))","39.719799,-77.137425","40.226328,-77.137425","40.226328,-76.23869","39.719799,-76.23869","39.719799,-77.137425","40.226328","39.719799","-76.23869","-77.137425"
"44","001","01219777","44001","Bristol","Bristol County","POLYGON((-71.365207 41.638137,-71.365207 41.776113,-71.208371 41.776113,-71.208371 41.638137,-71.365207 41.638137))","41.638137,-71.365207","41.776113,-71.365207","41.776113,-71.208371","41.638137,-71.208371","41.638137,-71.365207","41.776113","41.638137","-71.208371","-71.365207"
"44","003","01219778","44003","Kent","Kent County","POLYGON((-71.789703 41.596847,-71.789703 41.768333,-71.325667 41.768333,-71.325667 41.596847,-71.789703 41.596847))","41.596847,-71.789703","41.768333,-71.789703","41.768333,-71.325667","41.596847,-71.325667","41.596847,-71.789703","41.768333","41.596847","-71.325667","-71.789703"
"44","005","01219779","44005","Newport","Newport County","POLYGON((-71.509442 41.307355,-71.509442 41.690598,-71.088571 41.690598,-71.088571 41.307355,-71.509442 41.307355))","41.307355,-71.509442","41.690598,-71.509442","41.690598,-71.088571","41.307355,-71.088571","41.307355,-71.509442","41.690598","41.307355","-71.088571","-71.509442"
"44","007","01219781","44007","Providence","Providence County","POLYGON((-71.799242 41.724563,-71.799242 42.0188,-71.31777 42.0188,-71.31777 41.724563,-71.799242 41.724563))","41.724563,-71.799242","42.0188,-71.799242","42.0188,-71.31777","41.724563,-71.31777","41.724563,-71.799242","42.0188","41.724563","-71.31777","-71.799242"
"44","009","01219782","44009","Washington","Washington County","POLYGON((-71.907258 41.095834,-71.907258 41.654952,-71.380542 41.654952,-71.380542 41.095834,-71.907258 41.095834))","41.095834,-71.907258","41.654952,-71.907258","41.654952,-71.380542","41.095834,-71.380542","41.095834,-71.907258","41.654952","41.095834","-71.380542","-71.907258"
"45","001","01245666","45001","Abbeville","Abbeville County","POLYGON((-82.741007 34.013796,-82.741007 34.484002,-82.239946 34.484002,-82.239946 34.013796,-82.741007 34.013796))","34.013796,-82.741007","34.484002,-82.741007","34.484002,-82.239946","34.013796,-82.239946","34.013796,-82.741007","34.484002","34.013796","-82.239946","-82.741007"
"45","003","01247979","45003","Aiken","Aiken County","POLYGON((-82.012534 33.198148,-82.012534 33.87723,-81.187238 33.87723,-81.187238 33.198148,-82.012534 33.198148))","33.198148,-82.012534","33.87723,-82.012534","33.87723,-81.187238","33.198148,-81.187238","33.198148,-82.012534","33.87723","33.198148","-81.187238","-82.012534"
"45","005","01247980","45005","Allendale","Allendale County","POLYGON((-81.614033 32.744867,-81.614033 33.158279,-81.082291 33.158279,-81.082291 32.744867,-81.614033 32.744867))","32.744867,-81.614033","33.158279,-81.614033","33.158279,-81.082291","32.744867,-81.082291","32.744867,-81.614033","33.158279","32.744867","-81.082291","-81.614033"
"45","007","01247981","45007","Anderson","Anderson County","POLYGON((-82.992232 34.208862,-82.992232 34.819475,-82.313996 34.819475,-82.313996 34.208862,-82.992232 34.208862))","34.208862,-82.992232","34.819475,-82.992232","34.819475,-82.313996","34.208862,-82.313996","34.208862,-82.992232","34.819475","34.208862","-82.313996","-82.992232"
"45","009","01247982","45009","Bamberg","Bamberg County","POLYGON((-81.227805 33.02663,-81.227805 33.44,-80.797912 33.44,-80.797912 33.02663,-81.227805 33.02663))","33.02663,-81.227805","33.44,-81.227805","33.44,-80.797912","33.02663,-80.797912","33.02663,-81.227805","33.44","33.02663","-80.797912","-81.227805"
"45","011","01247983","45011","Barnwell","Barnwell County","POLYGON((-81.772435 33.092852,-81.772435 33.490479,-81.192881 33.490479,-81.192881 33.092852,-81.772435 33.092852))","33.092852,-81.772435","33.490479,-81.772435","33.490479,-81.192881","33.092852,-81.192881","33.092852,-81.772435","33.490479","33.092852","-81.192881","-81.772435"
"45","013","01247984","45013","Beaufort","Beaufort County","POLYGON((-81.016341 32.07689,-81.016341 32.704321,-80.305711 32.704321,-80.305711 32.07689,-81.016341 32.07689))","32.07689,-81.016341","32.704321,-81.016341","32.704321,-80.305711","32.07689,-80.305711","32.07689,-81.016341","32.704321","32.07689","-80.305711","-81.016341"
